transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,lr_prob,lr_pred,anomaly,risk_score,predicted_fraud
65,59.36,7,Food,0,0,97,1,50,0,0.2973457578738622,0,1,0.0688424537633001,0
66,140.83,2,Travel,0,0,40,2,26,0,0.6599768380980201,0,1,0.17474541623553627,0
67,27.34,6,Food,0,0,70,2,35,0,0.45103570252653213,0,1,0.04455079821968311,0
68,291.69,18,Electronics,1,1,68,1,22,0,0.06245659946727106,0,1,0.31460255938320475,0
69,13.95,3,Electronics,0,0,59,1,39,0,0.4613569354411315,0,1,0.14580619917979537,0
70,780.15,15,Electronics,0,0,75,3,27,0,0.34307792458766667,0,-1,0.6269088892415516,0
71,266.31,12,Grocery,0,0,82,2,31,0,0.25098635718221146,0,1,0.12572695293154726,0
72,39.88,19,Clothing,0,0,29,1,29,0,0.041516383408025104,0,1,0.16012096679277416,0
73,1.0,18,Travel,0,1,62,2,49,0,0.07770121565782201,0,1,0.17370298400570908,0
74,304.18,4,Grocery,0,0,30,1,56,0,0.48569101428384476,0,1,0.23663161814130526,0
75,220.88,22,Clothing,0,1,75,1,62,0,0.028759562079340724,0,1,0.28158925084948194,0
76,235.02,4,Travel,0,1,38,2,53,0,0.5951166654783164,0,1,0.1253939696028623,0
77,265.54,19,Travel,0,0,72,0,68,0,0.03163893183457374,0,1,0.47071519397380057,0
78,13.85,23,Travel,0,0,36,4,67,0,0.0849817523824922,0,1,0.559268827919141,0
79,79.9,3,Electronics,0,0,76,4,64,0,0.8093401304330896,1,1,0.3423682146245662,0
80,22.17,1,Electronics,0,0,92,1,32,0,0.5565800467917406,0,1,0.21676403151787996,0
81,357.94,12,Electronics,0,0,83,3,50,0,0.3799631038406889,0,1,0.16613878307975094,0
82,175.73,15,Travel,0,1,42,0,33,0,0.059246494432261744,0,1,0.21964469104625736,0
83,72.33,21,Travel,1,0,77,1,21,0,0.02972441154044469,0,1,0.2649198928170862,0
84,11.82,1,Electronics,0,0,55,1,68,0,0.5562443537912652,0,1,0.4070772304234448,0
85,67.05,18,Travel,0,0,59,3,20,0,0.12934940720072022,0,1,0.2855908500372521,0
86,70.8,16,Electronics,0,0,28,2,43,0,0.11589823203696618,0,1,0.029474483957044644,0
87,235.42,4,Electronics,0,0,33,0,54,0,0.34646205875076314,0,1,0.3084835240348738,0
88,182.68,17,Electronics,1,0,39,0,51,0,0.04189522198175622,0,1,0.24268874543440938,0
89,392.81,22,Clothing,0,0,66,4,59,0,0.13907906261837252,0,1,0.48177577224680085,0
90,115.03,20,Travel,0,0,83,1,26,0,0.037145880882666835,0,1,0.18469514457231073,0
91,22.93,17,Grocery,0,0,97,1,61,0,0.05885062127449748,0,1,0.16864255802270794,0
92,224.84,7,Electronics,0,0,56,0,31,0,0.22894684760137457,0,1,0.28970943625316153,0
93,257.47,14,Grocery,0,0,69,2,64,0,0.18696275831012657,0,1,0.1592026152612194,0
94,148.3,12,Clothing,0,0,29,1,50,0,0.1527184622807888,0,1,0.07116884825069704,0
95,265.3,12,Travel,0,1,55,4,65,0,0.48357398125475437,0,1,0.31107073878713964,0
96,122.55,15,Electronics,0,0,49,1,55,0,0.09103684915424627,0,1,0.07452836818131735,0
97,133.14,21,Electronics,0,0,80,2,22,0,0.05135915436803794,0,1,0.24117416566128072,0
98,100.41,19,Electronics,0,0,25,2,68,0,0.07169418261781452,0,1,0.2493647526347901,0
99,4.63,12,Grocery,0,0,85,0,64,0,0.08630521326050736,0,1,0.3928321703768869,0
100,20.55,19,Clothing,0,0,91,3,45,0,0.10586048152786919,0,1,0.19085124733813363,0
101,5.75,1,Travel,0,0,91,1,50,0,0.553718818844153,0,1,0.2275240548254789,0
102,182.11,2,Clothing,0,0,66,3,34,0,0.7712462796225942,0,1,0.16570241806777017,0
103,67.93,14,Electronics,0,0,83,3,38,0,0.24053458460848007,0,1,0.06176666320676512,0
104,127.88,22,Clothing,0,0,74,2,24,0,0.042747708938249314,0,1,0.24498431426612763,0
105,428.63,18,Grocery,0,0,58,2,57,0,0.11331310352709117,0,1,0.29942659859848814,0
106,51.61,12,Food,0,0,92,4,52,0,0.431408565533132,0,1,0.19584487825163371,0
107,95.09,4,Food,0,1,78,6,24,0,0.9074834552095891,1,-1,0.5864501976995009,0
108,253.57,21,Travel,0,1,38,2,25,0,0.05739630218634456,0,1,0.25842865100759926,0
109,46.76,5,Travel,0,0,56,3,68,0,0.6291225602344694,0,1,0.30750784066196096,0
110,14.42,13,Clothing,1,0,94,0,61,0,0.07318387832660589,0,1,0.31210028358459124,0
111,61.59,3,Travel,0,0,32,0,59,0,0.35113262669419304,0,1,0.35340698510512825,0
112,31.65,21,Grocery,0,0,59,1,48,0,0.028788834928943394,0,1,0.18708747578572174,0
113,477.89,18,Electronics,0,0,48,3,22,0,0.18126623262289868,0,1,0.46747762964914064,0
114,297.16,22,Electronics,0,0,27,2,22,0,0.04997056162899227,0,1,0.36843754968819725,0
115,180.63,6,Clothing,0,0,60,3,41,0,0.6139232156892019,0,1,0.11321253629578193,0
116,369.27,3,Electronics,1,0,75,1,39,0,0.5472888750867388,0,1,0.2551262874178169,0
117,293.03,1,Clothing,0,0,81,4,61,0,0.8836642955362366,1,1,0.4456918007556671,0
118,37.17,6,Travel,1,0,83,4,30,0,0.6968317670354525,0,1,0.21589455868720486,0
119,401.55,2,Travel,0,0,46,1,39,0,0.6008418452656716,0,1,0.29262283184228466,0
120,139.52,14,Grocery,0,0,61,0,43,0,0.06851439101196208,0,1,0.19150282676995237,0
121,296.52,0,Electronics,0,0,99,3,18,0,0.8453197033783768,1,1,0.5391137486941763,0
122,407.56,1,Grocery,1,0,36,2,34,1,0.752455212241608,0,1,0.29751634860717757,0
123,68.89,9,Food,0,0,45,0,36,0,0.14928767457388403,0,1,0.20892907174374376,0
124,20.99,15,Grocery,1,1,39,2,19,1,0.13033414529011386,0,1,0.27197039267859097,0
125,46.56,14,Clothing,0,0,36,4,67,0,0.3422510952161383,0,1,0.3179257055430707,0
126,100.27,23,Clothing,0,0,80,5,69,0,0.14405581119848987,0,-1,0.6908532618843751,0
127,306.69,14,Grocery,0,0,40,5,28,0,0.5249324162472306,0,1,0.4536078445268708,0
128,354.84,13,Travel,0,0,57,4,47,0,0.45731114388517186,0,1,0.264614390675286,0
129,1.26,21,Food,0,1,67,2,63,0,0.04590423749022324,0,1,0.32330629983888626,0
130,128.68,13,Grocery,0,1,73,4,40,0,0.40318814927445173,0,1,0.17130069400896622,0
131,97.25,5,Travel,1,0,42,1,32,0,0.3889635788987013,0,1,0.08242772942630666,0
132,45.21,13,Grocery,0,0,40,2,40,0,0.18338710620980797,0,1,0.029512280644787947,0
133,22.98,16,Electronics,1,1,64,3,29,0,0.17201622542654005,0,1,0.15774340040793752,0
134,74.14,17,Clothing,0,0,91,1,44,0,0.061425810567199986,0,1,0.055053352165696665,0
135,515.36,19,Electronics,0,1,86,1,23,0,0.06418964440381009,0,1,0.4390681902347098,0
136,70.27,18,Electronics,0,0,51,2,47,0,0.08261775745005343,0,1,0.06442626500266568,0
137,131.66,16,Food,0,0,38,3,22,0,0.18729399985424575,0,1,0.20324711173993773,0
138,218.54,15,Travel,0,0,90,0,63,0,0.062022763503409434,0,1,0.32565863284834246,0
139,81.36,7,Clothing,1,0,51,4,55,0,0.6666771963405327,0,1,0.2022347396696795,0
140,642.2,6,Electronics,0,0,78,1,52,0,0.47345487565294153,0,1,0.46426825650466286,0
141,590.76,19,Clothing,1,0,84,3,23,0,0.16994314954002154,0,-1,0.5793900842643968,0
142,52.21,11,Travel,0,0,64,2,31,0,0.24730152254298085,0,1,0.03472952023404146,0
143,123.78,8,Grocery,0,0,69,1,69,0,0.27272170831106957,0,1,0.2875308804168452,0
144,64.43,13,Electronics,0,0,92,1,67,0,0.12146552816637039,0,1,0.18906386229887004,0
145,60.34,19,Travel,0,0,92,2,34,0,0.06862476404411452,0,1,0.108834419882687,0
146,6.77,0,Clothing,0,0,87,2,26,0,0.7128086497250655,0,1,0.3584030717154295,0
147,169.29,9,Travel,0,0,64,3,57,0,0.4732399090016065,0,1,0.1282503020340335,0
148,125.73,16,Grocery,0,0,65,1,48,0,0.07673286647072478,0,1,0.06831470795663896,0
149,9.51,16,Travel,0,0,85,5,53,0,0.36394817483941366,0,1,0.42999662479389283,0
150,58.79,16,Clothing,0,0,89,1,27,0,0.07191946050892813,0,1,0.11380177678770434,0
151,429.99,3,Electronics,0,0,25,2,44,0,0.6813589168448003,0,1,0.28781848960764833,0
152,49.29,16,Electronics,0,0,33,7,66,0,0.6233660347593595,0,-1,0.721289240393417,1
153,28.18,17,Food,0,0,99,4,69,0,0.22540224866766936,0,1,0.39596732628283193,0
154,121.01,19,Clothing,1,0,39,3,22,0,0.11487810356838227,0,1,0.2545474245133348,0
155,763.93,22,Food,0,0,83,1,34,0,0.047440271909092134,0,-1,0.6217715579358105,0
156,49.89,1,Food,0,0,90,0,48,0,0.4372887420103324,0,1,0.3422287658704297,0
157,200.73,7,Grocery,0,0,34,1,31,0,0.3257561136820298,0,1,0.1032554866572856,0
158,258.1,12,Clothing,0,0,73,2,40,0,0.24989889972752913,0,1,0.08979296588800124,0
159,48.84,22,Electronics,0,0,35,1,61,0,0.024442250837954736,0,1,0.26933763151936246,0
160,234.49,21,Clothing,0,0,54,2,46,0,0.05667334737540006,0,1,0.1749084065322097,0
161,82.53,19,Grocery,1,0,47,3,56,0,0.11194981494530638,0,1,0.15362306977952428,0
162,180.09,21,Clothing,1,0,46,1,32,0,0.032975787178883206,0,1,0.1922014696945371,0
163,180.69,14,Clothing,0,1,75,2,64,0,0.17590643862701538,0,1,0.11199174043507552,0
164,138.13,19,Food,0,0,66,3,29,0,0.11675109560853986,0,1,0.1814896057193503,0
165,17.03,22,Clothing,0,0,53,0,50,0,0.014337921843697327,0,1,0.3975994158368103,0
166,324.66,8,Food,0,0,69,1,57,0,0.31239881602550834,0,1,0.21770556695644194,0
167,69.63,2,Food,0,0,57,0,47,0,0.39622620030396344,0,1,0.31153381096660177,0
168,37.16,2,Travel,0,0,63,6,39,0,0.9312858303528938,1,-1,0.5707576160853735,0
169,7.49,1,Grocery,0,0,97,1,47,0,0.553957117401123,0,1,0.2194996457972169,0
170,160.88,0,Food,0,0,89,2,49,0,0.7434676567209858,0,1,0.20738024088841334,0
171,203.73,13,Clothing,0,0,74,3,37,0,0.30357263596162026,0,1,0.08699343084192229,0
172,3.01,16,Food,0,0,72,0,55,0,0.04248756218699785,0,1,0.3295078938382585,0
173,129.17,12,Food,0,0,61,3,37,0,0.3285591939089742,0,1,0.07923296313494106,0
174,46.23,18,Food,1,1,57,2,19,0,0.0803675257592697,0,1,0.27028996359608803,0
175,186.5,22,Electronics,0,0,30,2,48,0,0.0453855327993358,0,1,0.20573801732006478,0
176,34.49,14,Electronics,0,0,94,2,67,0,0.15638183232739902,0,1,0.17873789328490555,0
177,211.36,13,Electronics,0,0,79,1,45,0,0.13688236561330233,0,1,0.05776454496073934,0
178,88.01,1,Electronics,0,1,68,0,20,0,0.44473867985450827,0,1,0.4754507559705479,0
179,496.86,6,Travel,0,1,74,4,37,0,0.7824105183705342,0,1,0.42702014186483217,0
180,26.63,16,Food,0,0,78,2,52,0,0.11179575921971449,0,1,0.0720213658719362,0
181,75.08,17,Travel,0,0,87,4,36,0,0.23202244587475324,0,1,0.19861507603322442,0
182,21.68,5,Clothing,0,0,40,3,23,0,0.6208796663170747,0,1,0.2124047163530852,0
183,465.51,20,Grocery,0,0,71,5,28,0,0.2944584482860896,0,-1,0.6135107715181481,0
184,377.7,7,Travel,1,0,81,2,62,0,0.4904685628420773,0,1,0.24037093064951826,0
185,53.7,1,Electronics,0,0,26,3,23,0,0.7817882649232916,0,1,0.3063123812293044,0
186,194.18,0,Electronics,0,0,61,3,35,0,0.8324649994915577,1,1,0.2789543980614453,0
187,305.91,15,Clothing,0,0,47,4,64,0,0.3565387935280424,0,1,0.31977379406530193,0
188,145.82,6,Food,0,0,37,1,31,0,0.3560037127530913,0,1,0.08670779237459672,0
189,135.77,21,Grocery,1,0,89,4,31,0,0.1311245453543029,0,1,0.3176509220160514,0
190,49.84,23,Travel,0,0,72,2,18,0,0.03312345881810376,0,1,0.4878503786815721,0
191,17.59,10,Food,0,0,31,1,34,0,0.18722070343511157,0,1,0.08861002106965485,0
192,409.52,14,Food,0,0,55,2,31,0,0.2091001763524687,0,1,0.2214150668993293,0
193,415.22,12,Travel,1,0,87,2,48,0,0.27992334835239524,0,1,0.19219231871787457,0
194,180.48,23,Travel,0,0,69,4,62,0,0.09831326462852542,0,1,0.4840403656308886,0
195,74.53,1,Travel,0,0,80,3,27,0,0.7853775399106571,0,1,0.2585014283892817,0
196,77.32,13,Travel,0,0,88,3,55,0,0.279166213494429,0,1,0.08967230082610586,0
197,233.0,23,Electronics,0,0,46,0,50,0,0.014645125629813311,0,1,0.43870391348798493,0
198,409.34,5,Food,0,0,87,2,22,0,0.5887507661493426,0,1,0.34023267761200326,0
199,392.6,8,Food,0,0,52,1,33,0,0.32545315515472256,0,1,0.20690704155306547,0
200,272.44,6,Electronics,0,0,68,0,37,0,0.27314748449771253,0,1,0.2992531034406186,0
201,184.92,17,Food,0,0,38,2,65,0,0.10872575537222813,0,1,0.1507711329982649,0
202,15.82,23,Travel,0,0,43,2,39,0,0.03224047445381145,0,1,0.3136252198979919,0
203,31.73,8,Grocery,0,0,84,1,57,0,0.2548284858663847,0,1,0.11533727163657172,0
204,411.88,22,Food,0,0,26,3,34,0,0.08942313753751972,0,1,0.38690879837003134,0
205,167.85,3,Grocery,1,0,75,1,67,0,0.5002816679960057,0,1,0.31218979418366904,0
206,1.66,8,Grocery,0,0,58,2,67,0,0.35673376864779827,0,1,0.24144319911935166,0
207,19.26,3,Electronics,0,0,75,2,26,0,0.5883969689633585,0,1,0.16210409866307576,0
208,196.05,11,Clothing,0,0,43,0,55,0,0.12044910418006355,0,1,0.2789060070934765,0
209,0.91,3,Food,0,0,60,2,59,0,0.5860113293299035,0,1,0.21480771582802938,0
210,31.56,23,Electronics,0,0,50,2,26,0,0.03262114994774453,0,1,0.34141452387048843,0
211,143.23,19,Electronics,0,0,59,4,32,0,0.18128197333696566,0,1,0.27404488086680673,0
212,211.92,13,Grocery,0,0,87,1,69,0,0.13763174410913434,0,1,0.3170017067594165,0
213,189.98,23,Food,0,0,28,2,63,0,0.03815970049397425,0,1,0.3488029017728158,0
214,45.71,23,Electronics,0,0,27,1,31,0,0.02013592671525443,0,1,0.29404686299597077,0
215,224.18,6,Travel,0,0,29,0,26,0,0.26343948065587386,0,1,0.34851711469496754,0
216,48.75,12,Electronics,0,0,53,1,26,0,0.13994224964203522,0,1,0.1010847900341521,0
217,70.85,21,Travel,0,0,43,2,50,0,0.04880672981761178,0,1,0.1499254245550137,0
218,247.02,7,Clothing,0,0,41,0,48,0,0.23349893893408222,0,1,0.2761600418022583,0
219,188.78,22,Travel,0,0,58,2,27,0,0.045262180224022175,0,1,0.2533667583939195,0
220,340.55,4,Travel,0,0,44,0,27,0,0.3683792206593086,0,1,0.44780825340446395,0
221,192.93,11,Grocery,0,0,52,3,56,0,0.38690354433816193,0,1,0.11444224991993131,0
222,151.21,12,Electronics,0,0,97,2,22,0,0.23020453065454663,0,1,0.130674004787919,0
223,17.7,19,Clothing,0,0,91,3,35,0,0.10537168890656441,0,1,0.2192101380289338,0
224,82.51,13,Electronics,0,0,34,3,50,0,0.27993722773873647,0,1,0.0629391543705091,0
225,55.47,17,Travel,0,0,45,1,66,0,0.06069176675634449,0,1,0.1741278269450309,0
226,50.35,23,Travel,0,0,28,3,35,0,0.05421645730428942,0,1,0.32562411717900097,0
227,650.22,19,Electronics,0,1,46,1,69,0,0.07325784547869209,0,-1,0.6221103585903972,0
228,89.89,3,Clothing,0,0,95,2,29,0,0.6050532295493215,0,1,0.11914754333431604,0
229,400.69,20,Clothing,0,0,86,0,42,0,0.029760670473656575,0,1,0.43072037196017887,0
230,179.52,17,Grocery,0,0,36,4,44,0,0.25092070492604396,0,1,0.18392190366852634,0
231,285.09,6,Travel,0,0,35,3,58,0,0.6385880088954939,0,1,0.20589935143326216,0
232,125.72,14,Travel,0,0,46,4,26,0,0.35746380520967075,0,1,0.22608545181230258,0
233,154.83,20,Grocery,0,0,53,2,66,0,0.06317427808223927,0,1,0.2527061296912353,0
234,122.09,5,Electronics,0,0,85,0,30,0,0.28125002820516637,0,1,0.2692899472430684,0
235,39.1,15,Travel,1,0,85,5,66,0,0.41617575924786826,0,1,0.4551609866243637,0
236,230.72,19,Electronics,0,1,51,1,39,0,0.049652945729775945,0,1,0.15460203493281546,0
237,59.32,23,Clothing,0,0,71,3,19,0,0.05446531253833082,0,1,0.5078252335298167,0
238,4.43,7,Food,0,0,38,1,56,0,0.28663239012851943,0,1,0.14945721789898728,0
239,186.65,20,Grocery,0,0,31,2,65,0,0.06501084837945761,0,1,0.22571794301326537,0
240,35.09,15,Travel,0,0,39,2,32,0,0.1322511943732422,0,1,0.07482628522065106,0
241,507.79,21,Grocery,0,0,70,4,40,0,0.17827437527571718,0,1,0.5224082631799115,0
242,553.96,15,Clothing,0,0,52,2,30,0,0.20125640936504507,0,1,0.39383652368168215,0
243,443.43,2,Clothing,0,0,67,3,62,0,0.8138994678709129,1,1,0.39977318348028745,0
244,83.21,16,Clothing,0,0,34,1,64,0,0.07412617105764187,0,1,0.14298061109072957,0
245,2.8,8,Clothing,0,0,75,1,37,0,0.24863564205427094,0,1,0.11078410961572974,0
246,474.39,2,Food,0,0,27,3,30,0,0.8172554624717893,1,1,0.4067589378340023,0
247,100.61,19,Electronics,0,0,68,3,44,0,0.11341378389883237,0,1,0.1393907758636013,0
248,612.15,6,Electronics,0,0,78,3,59,0,0.7082041479716885,0,1,0.46276852584447115,0
249,596.47,17,Food,0,0,58,3,34,0,0.2311283593268869,0,1,0.453612852739485,0
250,345.13,11,Electronics,0,0,89,3,48,0,0.4219763430866217,0,1,0.1751259359300965,0
251,62.78,18,Clothing,0,0,49,0,43,0,0.03119085623422039,0,1,0.22029087157500793,0
252,87.53,15,Electronics,0,0,87,0,39,0,0.054729504820522544,0,1,0.19963378400686188,0
253,342.85,21,Grocery,0,0,94,1,58,0,0.03862995158238521,0,1,0.26337168890649043,0
254,68.61,23,Electronics,0,0,69,1,49,0,0.02066646333491551,0,1,0.2720171540646907,0
255,33.43,16,Grocery,0,0,92,0,39,0,0.04354322090962075,0,1,0.24359468201798465,0
256,146.47,19,Travel,0,0,50,0,45,0,0.028133985528383705,0,1,0.2639759248691227,0
257,495.23,14,Grocery,0,0,50,0,59,0,0.09441354182753431,0,1,0.49427478427018995,0
258,214.35,0,Grocery,0,0,50,1,64,0,0.6477893720838733,0,1,0.38804289680187454,0
259,151.94,1,Clothing,0,0,86,2,18,0,0.7026570146423537,0,1,0.3953799187638368,0
260,18.4,7,Clothing,0,0,85,0,21,0,0.19514931853061254,0,1,0.3960036618909185,0
261,171.82,21,Clothing,0,0,26,1,33,0,0.03272860981204644,0,1,0.16461157112982835,0
262,829.9,1,Grocery,1,0,65,2,60,0,0.8216577650400851,1,-1,0.6676794707767465,0
263,27.17,18,Food,0,0,69,0,40,0,0.030142827660313107,0,1,0.2695130735160705,0
264,131.49,8,Clothing,0,0,38,4,55,0,0.6350324415482193,0,1,0.22093120736181449,0
265,377.75,8,Clothing,0,0,61,2,58,0,0.4434946330783473,0,1,0.21271180875579718,0
266,243.01,12,Grocery,0,0,26,3,65,0,0.35490376268276214,0,1,0.21136797213877936,0
267,214.93,5,Travel,0,0,29,0,53,0,0.3009695101668971,0,1,0.2829947784392945,0
268,218.21,14,Travel,0,1,26,0,31,0,0.07335140336762258,0,1,0.24055983463572791,0
269,80.19,18,Electronics,0,0,25,0,60,0,0.03183118816449029,0,1,0.2922669777909333,0
270,62.56,20,Travel,0,0,72,1,60,0,0.03564877155042884,0,1,0.16471069642451777,0
271,298.33,14,Clothing,0,0,46,0,20,0,0.07861896519334254,0,1,0.42763221177332816,0
272,299.04,17,Food,0,0,65,1,18,0,0.07483530738035202,0,1,0.4020768287942256,0
273,363.23,6,Electronics,0,0,49,1,61,0,0.407413709894344,0,1,0.2539937719756947,0
274,440.03,10,Food,0,0,70,2,33,0,0.3662111518184732,0,1,0.219946160902481,0
275,128.9,7,Food,0,0,33,5,25,0,0.7759600557737336,0,1,0.38755040245339567,0
276,125.31,5,Clothing,0,0,85,3,18,0,0.6439575725482407,0,1,0.3116975118592034,0
277,288.17,7,Grocery,0,0,71,0,38,0,0.24027724814350762,0,1,0.2950120861169767,0
278,188.95,1,Grocery,0,0,98,3,19,0,0.8031856208405678,1,1,0.40622734878121497,0
279,217.9,18,Grocery,0,0,27,1,29,0,0.058487844109674954,0,1,0.16805272558233672,0
280,285.95,15,Travel,0,0,32,0,31,0,0.06546332319579284,0,1,0.3088623999275642,0
281,397.32,6,Grocery,0,0,49,2,39,0,0.5407342243265664,0,1,0.21192816765820685,0
282,74.25,9,Clothing,0,0,60,0,37,0,0.1499798008473985,0,1,0.210619843332743,0
283,84.77,11,Travel,0,0,67,3,34,0,0.3611104187894938,0,1,0.06025356939251096,0
284,17.77,16,Grocery,0,0,74,1,24,0,0.06926224358876039,0,1,0.19106911657928766,0
